timestamp,likesCount,commentsCount
2019-09-26T19:19:41.000Z,230601,3849
2020-08-06T01:03:45.000Z,148302,2364
2019-09-21T16:08:31.000Z,362787,3560
2021-07-03T11:23:06.000Z,374679,3181
2019-09-23T21:01:42.000Z,168798,557
2019-10-25T23:47:24.000Z,294422,2184
2019-09-19T04:03:41.000Z,173691,1057
2019-09-15T19:19:04.000Z,227018,3874
2019-11-01T06:56:58.000Z,134367,804
2019-09-12T01:23:23.000Z,228248,1762
2019-09-19T17:45:02.000Z,133418,1121
2019-09-05T19:21:45.000Z,168654,903
2019-08-31T21:00:15.000Z,201998,3356
2019-08-28T17:26:25.000Z,232003,1846
2019-08-23T18:41:50.000Z,202445,1358
2019-08-21T18:30:19.000Z,356129,2725
2019-11-23T20:55:59.000Z,559987,15466
2021-12-24T16:13:36.000Z,121926,925
2019-08-07T19:03:20.000Z,171132,1800
2019-08-14T22:56:15.000Z,312701,1997
2019-07-29T21:40:21.000Z,216251,1199
2019-09-02T19:27:12.000Z,123748,1564
2019-07-15T23:00:12.000Z,288661,1686
2021-04-16T06:08:33.000Z,799234,6711
2019-10-04T15:37:33.000Z,176753,1418
2019-07-12T00:24:53.000Z,165186,683
2021-09-17T21:18:35.000Z,424434,2524
2019-07-21T20:09:36.000Z,187669,2133
2019-07-31T20:10:25.000Z,213535,2360
2020-03-05T20:32:57.000Z,269527,3261
2021-06-14T22:44:17.000Z,154110,1389
2019-11-21T20:31:55.000Z,261033,3164
2019-09-18T18:01:13.000Z,346574,2645
2019-09-25T16:54:46.000Z,160062,830
2021-12-24T20:04:10.000Z,136560,1165
2019-08-06T18:18:15.000Z,233076,1553
2019-07-26T17:15:48.000Z,143145,1200
2019-09-30T20:19:04.000Z,107106,1236
2021-02-19T22:27:13.000Z,202539,1309
2019-08-16T19:29:12.000Z,73050,324
2019-09-07T17:10:39.000Z,249670,3148
2019-07-18T21:28:51.000Z,143393,809
2019-05-01T18:34:56.000Z,264047,1647
2019-04-23T22:29:03.000Z,89118,640
2019-04-25T14:57:01.000Z,153292,698
2019-04-21T14:45:40.000Z,306532,1839
2019-07-05T20:51:54.000Z,124417,498
2019-04-23T17:52:43.000Z,235573,1720
2019-04-23T14:16:08.000Z,165321,1462
2019-06-29T06:12:12.000Z,116033,897
2019-04-17T16:56:21.000Z,154441,1384
2019-04-27T15:44:43.000Z,182677,1613
2019-04-04T22:22:54.000Z,131791,1783
2019-04-19T18:01:01.000Z,317950,3552
2019-04-10T13:54:29.000Z,218575,1045
2019-03-25T20:53:58.000Z,125716,396
2019-03-23T16:52:37.000Z,143414,829
2019-03-27T01:23:41.000Z,195656,733
2021-06-13T22:08:52.000Z,165275,1093
2019-07-08T18:48:43.000Z,158951,661
2021-01-15T20:58:25.000Z,700926,4641
2019-06-18T18:33:52.000Z,291223,5633
2019-04-30T22:01:45.000Z,212385,2462
2019-04-01T20:41:52.000Z,204327,1278
2019-04-24T16:55:36.000Z,245546,1398
2019-04-01T14:13:11.000Z,190342,1262
2019-03-05T14:40:53.000Z,275043,3278
2019-03-07T04:19:31.000Z,122167,1339
2019-03-28T22:05:01.000Z,170330,628
2019-03-14T18:19:05.000Z,177326,2540
2019-03-19T14:47:08.000Z,362231,4130
2019-03-15T04:34:22.000Z,321793,2900
2019-02-08T02:03:47.000Z,154962,908
2019-02-03T20:13:48.000Z,249394,2426
2019-02-16T18:47:21.000Z,203805,779
2019-02-15T15:21:33.000Z,201177,2044
2019-03-01T00:18:12.000Z,244843,3400
2019-02-14T03:25:13.000Z,286518,6595
2019-02-22T21:11:29.000Z,89472,580
2019-04-01T13:56:19.000Z,199847,1479
2019-03-16T02:00:34.000Z,222351,1908
2019-02-21T23:20:44.000Z,106529,752
2019-01-29T15:33:55.000Z,217191,1714
2019-03-16T20:31:34.000Z,173849,1627
2019-01-27T18:49:32.000Z,70399,516
2019-01-22T18:56:39.000Z,85949,496
2019-02-12T17:05:18.000Z,135757,406
2019-03-03T16:18:14.000Z,224187,871
2019-03-15T05:42:49.000Z,322743,4465
2019-01-25T15:56:06.000Z,82791,974
2019-02-07T17:47:14.000Z,126327,1137
2019-01-16T15:56:01.000Z,240412,881
2019-01-21T23:10:52.000Z,218658,900
2019-04-08T18:04:50.000Z,250791,1265
2018-12-28T23:06:42.000Z,101314,472
2018-12-27T15:50:20.000Z,138521,1218
2019-01-14T20:12:26.000Z,140481,1226
2019-01-03T22:57:56.000Z,190220,628
2018-12-14T18:13:25.000Z,151161,1065
2018-12-25T23:14:31.000Z,273614,1112
2018-12-12T15:39:54.000Z,214898,1171
2019-01-04T09:19:02.000Z,90121,819
2019-01-18T00:26:54.000Z,175972,816
2018-11-08T18:13:38.000Z,171537,2504
2018-10-31T16:39:46.000Z,87322,944
2018-10-22T14:38:26.000Z,184990,2570
2018-10-15T22:59:01.000Z,135111,1181
2018-10-18T15:25:49.000Z,185830,3019
2018-10-25T21:27:12.000Z,139889,619
2018-11-23T21:10:03.000Z,326935,1051
2018-10-08T13:44:43.000Z,129823,1617
2018-12-07T15:31:25.000Z,190927,2159
2019-03-10T21:44:01.000Z,256492,2150
2018-11-15T22:23:52.000Z,65109,1035
2018-10-08T13:42:09.000Z,73945,782
2018-11-28T16:05:04.000Z,113747,1031
2018-10-08T13:29:59.000Z,113011,1411
2018-08-27T17:47:04.000Z,91585,842
2018-08-02T16:32:59.000Z,57763,476
2018-07-12T16:05:07.000Z,208442,2166
2018-08-05T15:53:45.000Z,190487,1008
2018-07-06T15:18:09.000Z,155471,2833
2018-06-05T21:53:25.000Z,196079,2557
2018-06-14T16:21:46.000Z,85362,636
2018-06-20T16:18:47.000Z,203006,2244
2018-06-21T20:09:24.000Z,55518,498
2018-06-09T22:12:58.000Z,305727,1364
2018-05-31T13:17:23.000Z,106329,1304
2018-06-29T00:54:26.000Z,113274,1007
2018-06-05T16:42:47.000Z,88216,663
2018-07-03T18:56:41.000Z,75691,636
2018-05-24T13:54:38.000Z,314139,4396
2018-12-29T16:18:17.000Z,122826,1288
2018-09-28T23:58:25.000Z,232248,2216
2018-08-23T19:14:36.000Z,144684,1118
2018-07-02T13:26:40.000Z,104085,759
2018-05-20T16:02:52.000Z,189435,2832
2018-05-15T07:46:05.000Z,264388,4398
2018-05-14T13:59:01.000Z,92031,656
2018-03-03T01:40:35.000Z,280055,2046
2018-03-22T21:39:48.000Z,184168,2679
2017-11-17T07:14:38.000Z,176391,2003
2018-09-13T18:19:01.000Z,127156,694
2018-09-17T17:56:01.000Z,174047,1548
2018-08-12T16:08:25.000Z,102577,1074
2018-10-06T15:19:21.000Z,106998,704
2018-01-05T20:09:22.000Z,263493,5550
2018-05-10T01:34:21.000Z,62992,543
2018-04-22T17:50:02.000Z,151333,1521
2017-12-22T22:51:24.000Z,188302,1996
2017-11-17T06:51:12.000Z,327414,6354
2017-11-17T05:04:00.000Z,219322,2392
2017-11-17T06:30:52.000Z,136117,1093
2017-11-17T04:55:55.000Z,60117,465
2017-10-12T21:14:11.000Z,48355,434
2017-11-17T04:35:09.000Z,83812,455
2017-11-17T05:33:29.000Z,275542,2408
2017-11-01T02:18:35.000Z,65898,324
2017-08-21T20:02:41.000Z,73385,525
2017-08-20T17:43:22.000Z,84218,440
2017-07-29T04:23:08.000Z,48067,167
2017-08-05T22:02:32.000Z,132845,1463
2017-07-29T04:00:26.000Z,43477,289
2017-07-29T04:36:37.000Z,88229,519
2017-07-28T05:54:49.000Z,97116,534
2017-09-04T17:35:07.000Z,64030,1634
2018-02-08T18:28:07.000Z,321476,5284
2017-07-29T04:53:10.000Z,53751,382
2017-09-29T09:46:03.000Z,76874,602
2018-05-02T14:57:19.000Z,202664,1374
2017-07-09T04:58:10.000Z,154902,1645
2017-03-08T21:10:33.000Z,42466,842
2017-07-29T04:29:04.000Z,81218,488
2016-12-16T23:03:37.000Z,46823,393
2017-02-13T12:38:35.000Z,62740,680
2017-01-30T18:10:20.000Z,29935,395
2016-11-22T16:17:35.000Z,51524,1078
2017-02-13T17:13:41.000Z,38812,454
2017-07-29T04:18:47.000Z,41888,299
2018-08-08T16:45:40.000Z,97473,1045
2017-10-25T01:54:51.000Z,110107,1402
2016-12-31T23:32:28.000Z,43799,469
2017-11-15T19:16:42.000Z,132454,1712
2017-07-29T04:40:06.000Z,100648,360
2017-07-03T14:58:42.000Z,64263,738
2017-07-29T05:07:18.000Z,150761,2663
2017-05-10T19:30:18.000Z,56694,918
2016-11-21T23:03:47.000Z,63282,1164
2016-11-11T16:48:09.000Z,48104,237
2016-10-04T17:56:02.000Z,49158,476
2016-09-22T14:07:12.000Z,55860,444
2016-09-06T16:41:40.000Z,38532,215
2016-08-26T03:53:56.000Z,28610,142
2016-08-18T17:11:59.000Z,40950,363
2016-08-04T15:57:35.000Z,21992,226
2016-09-01T21:09:51.000Z,48443,655
2016-07-29T20:59:13.000Z,33037,125
2016-07-29T00:53:31.000Z,33351,163
2016-10-22T16:03:28.000Z,53091,982
2016-07-26T16:08:07.000Z,32948,135
2016-11-02T18:31:29.000Z,73400,978
2016-07-29T03:36:47.000Z,40983,183
2016-08-09T17:04:28.000Z,43881,356
2016-07-25T18:12:28.000Z,44437,371
2016-07-14T01:42:47.000Z,38421,415
2016-07-19T17:45:38.000Z,24150,82
2016-07-05T17:05:58.000Z,32559,502
2016-07-02T19:02:15.000Z,36616,377
2016-07-22T16:30:54.000Z,31679,577
2016-06-30T17:52:33.000Z,24834,84
2016-06-22T21:47:16.000Z,28867,177
2016-06-19T15:27:38.000Z,19530,63
2016-06-12T17:39:40.000Z,19946,98
2016-07-11T18:05:00.000Z,33022,167
2016-12-09T18:56:14.000Z,28342,588
2016-07-23T17:11:26.000Z,38751,213
2016-06-18T17:22:16.000Z,40288,405
2016-06-11T05:08:48.000Z,19910,145
2016-07-11T04:21:24.000Z,43584,531
2016-07-16T16:56:46.000Z,32371,304
2016-06-28T20:36:00.000Z,28145,450
2016-09-17T15:26:54.000Z,41869,201
2016-06-09T06:16:48.000Z,27660,150
2016-05-25T03:38:53.000Z,32190,203
2016-11-17T01:08:50.000Z,42443,672
2016-06-04T00:14:19.000Z,31888,202
2016-05-16T17:41:04.000Z,24758,223
2016-05-14T20:29:27.000Z,26458,932
2016-06-09T23:57:30.000Z,32705,333
2016-06-02T16:08:20.000Z,27572,297
2016-05-30T18:47:25.000Z,32770,343
2016-10-21T17:30:09.000Z,37519,239
2016-05-17T15:59:05.000Z,13006,137
2016-05-18T16:24:45.000Z,19328,77
2016-05-11T23:12:09.000Z,23540,477
2016-05-14T18:15:08.000Z,18427,314
2016-07-06T16:56:50.000Z,19268,67
2016-05-19T15:45:30.000Z,25745,767
2016-04-27T12:46:19.000Z,24288,207
2016-05-20T17:50:58.000Z,19015,109
2016-05-13T15:54:58.000Z,24427,176
2016-07-07T19:17:53.000Z,17261,192
2016-04-25T11:53:54.000Z,16972,94
2016-07-04T16:32:24.000Z,35188,174
2016-04-23T15:55:40.000Z,23453,395
2016-05-05T17:24:16.000Z,18715,106
2016-04-24T07:57:10.000Z,23658,127
2016-04-29T16:07:13.000Z,19924,369
2016-06-22T17:16:18.000Z,30875,206
2016-05-08T16:21:40.000Z,16760,201
2016-06-22T05:09:22.000Z,24358,76
2016-10-15T17:23:34.000Z,77523,846
2016-04-12T16:46:46.000Z,17769,223
2016-06-17T22:45:35.000Z,16690,60
2016-04-10T17:01:17.000Z,15067,212
2016-10-29T02:24:30.000Z,32306,694
2016-04-17T17:10:52.000Z,18734,214
