"view_count","reply_count","retweet_count","favorite_count","quote_count","created_at"
,"2","19","213","1","2022-12-02T22:16:25.000Z"
,"1","3","97","0","2022-12-02T20:00:21.000Z"
"4641","5","11","96","1","2022-12-02T14:01:45.000Z"
"4729","4","15","144","0","2022-12-01T14:01:20.000Z"
,"5","11","173","0","2022-11-30T19:30:09.000Z"
"3881","3","16","98","2","2022-11-30T14:01:11.000Z"
,"3","20","154","0","2022-11-29T21:30:09.000Z"
,"3","1","24","0","2022-11-29T20:29:00.000Z"
"3293","3","7","47","0","2022-11-29T13:45:33.000Z"
,"2","6","87","0","2022-11-28T23:40:21.000Z"
,"1","21","156","1","2022-11-28T21:42:33.000Z"
,"0","13","139","0","2022-11-28T17:41:06.000Z"
,"3","16","148","0","2022-11-27T20:00:11.000Z"
"4554","2","11","97","2","2022-11-27T14:00:58.000Z"
,"3","10","127","0","2022-11-26T20:00:12.000Z"
,"1","26","221","2","2022-11-25T20:00:18.000Z"
,"3","9","71","2","2022-11-25T14:00:48.000Z"
,"2","13","168","0","2022-11-24T20:08:06.000Z"
"5952","4","8","76","2","2022-11-24T14:01:58.000Z"
,"1","4","77","1","2022-11-23T23:00:15.000Z"
"3914","3","12","110","1","2022-11-23T14:02:07.000Z"
"3073","2","5","38","1","2022-11-22T19:05:38.000Z"
"3861","2","8","81","0","2022-11-22T14:01:11.000Z"
,"0","11","102","1","2022-11-22T00:20:15.000Z"
"4873","2","12","106","3","2022-11-21T20:40:22.000Z"
,"2","21","237","2","2022-11-21T14:00:25.000Z"
,"2","26","262","0","2022-11-20T14:00:16.000Z"
,"2","6","74","0","2022-11-19T20:20:05.000Z"
"7011","3","20","220","3","2022-11-19T14:00:56.000Z"
,"1","1","18","0","2022-11-18T21:43:18.000Z"
,"1","19","153","1","2022-11-18T20:46:06.000Z"
,"2","11","98","0","2022-11-17T22:03:48.000Z"
,"2","21","169","1","2022-11-17T21:00:20.000Z"
,"1","2","18","1","2022-11-17T16:27:54.000Z"
"3085","1","8","55","0","2022-11-17T16:49:57.000Z"
,"1","9","93","0","2022-11-17T00:54:15.000Z"
,"29","145","587","26","2022-11-16T08:09:56.000Z"
,"1","18","162","1","2022-11-16T23:10:06.000Z"
,"1","10","224","0","2022-11-16T22:40:23.000Z"
,"1","2","7","0","2022-11-16T00:52:41.000Z"
,"1","13","90","0","2022-11-16T14:00:47.000Z"
,"0","23","164","0","2022-11-15T21:25:06.000Z"
,"1","1","21","0","2022-11-15T18:15:03.000Z"
"4920","0","21","137","1","2022-11-15T16:38:02.000Z"
,"2","3","72","0","2022-11-14T21:08:19.000Z"
,"1","45","299","5","2022-11-14T20:30:10.000Z"
"4492","1","15","116","1","2022-11-14T17:39:43.000Z"
"3829","2","7","63","0","2022-11-13T14:00:48.000Z"
"3323","5","6","53","0","2022-11-12T19:01:06.000Z"
"3542","3","4","48","0","2022-11-12T14:01:00.000Z"
"3942","3","9","76","1","2022-11-11T22:11:07.000Z"
"3104","2","7","56","0","2022-11-11T14:02:01.000Z"
,"1","15","138","0","2022-11-10T19:10:09.000Z"
,"7","15","383","2","2022-11-10T00:52:35.000Z"
,"3","12","129","3","2022-11-09T20:30:10.000Z"
,"1","5","25","0","2022-11-09T20:08:50.000Z"
"4253","1","6","70","1","2022-11-09T17:36:45.000Z"
,"4","6","114","1","2022-11-08T22:28:03.000Z"
,"1","5","32","0","2022-11-08T21:35:15.000Z"
,"4","4","21","2","2022-11-08T20:44:49.000Z"
"2907","1","9","81","1","2022-11-08T18:30:53.000Z"
,"4","9","78","0","2022-11-08T13:55:19.000Z"
,"2","15","145","1","2022-11-07T20:50:04.000Z"
"2429","1","5","48","0","2022-11-07T17:05:35.000Z"
,"3","10","124","0","2022-11-06T20:30:09.000Z"
"3641","3","1","43","1","2022-11-06T17:10:09.000Z"
,"3","12","145","0","2022-11-05T19:00:36.000Z"
"3596","2","5","62","1","2022-11-05T14:00:50.000Z"
,"3","15","174","1","2022-11-04T19:30:14.000Z"
"3954","4","17","123","3","2022-11-04T16:08:54.000Z"
,"4","4","15","0","2022-11-03T17:52:21.000Z"
,"3","34","246","2","2022-11-03T19:20:06.000Z"
"7811","4","29","185","2","2022-11-03T16:14:42.000Z"
,"2","14","113","1","2022-11-02T19:52:26.000Z"
"3425","1","10","93","0","2022-11-02T16:39:58.000Z"
,"5","19","78","4","2022-11-02T03:46:43.000Z"
,"6","6","75","0","2022-11-01T20:20:04.000Z"
,"2","6","26","0","2022-11-01T19:04:37.000Z"
,"1","29","204","1","2022-11-01T14:31:04.000Z"
