"view_count","reply_count","retweet_count","favorite_count","quote_count","created_at"
"8733511","2519","3068","41602","182","2023-04-02T05:01:40.000Z"
"46178394","23090","23055","510737","3110","2023-04-01T19:16:11.000Z"
"64235802","22597","14272","204222","1933","2023-04-01T16:53:08.000Z"
"5804685","1704","1929","18957","178","2023-04-01T08:42:39.000Z"
"2893270","368","1436","17020","126","2022-12-24T10:43:59.000Z"
"1067260","251","801","7117","61","2022-12-23T19:57:51.000Z"
"18608741","5856","6421","82386","666","2023-04-01T04:48:55.000Z"
"10691211","1662","3712","38229","137","2022-12-23T17:50:28.000Z"
"30882533","1494","3118","35264","479","2022-12-22T18:36:48.000Z"
"32448755","29361","31276","276401","4056","2023-04-01T03:10:07.000Z"
"13538589","8054","10761","103671","1326","2023-03-31T20:52:13.000Z"
"12899934","3564","7023","47512","570","2023-03-31T19:09:38.000Z"
"22845642","5086","20930","125046","3609","2023-03-31T18:55:30.000Z"
"20569417","3527","9051","67100","661","2023-03-31T18:46:19.000Z"
"13378887","20081","4428","137532","802","2023-03-31T17:53:33.000Z"
"76606809","51066","42962","938805","10800","2023-03-31T17:41:47.000Z"
"8842676","1202","2049","17037","324","2023-03-30T18:57:30.000Z"
"7735968","3380","3078","52508","256","2023-03-31T07:59:41.000Z"
"62828222","8818","18003","215922","3232","2023-03-31T05:56:45.000Z"
"119692575","33605","92741","595070","20179","2023-03-31T05:45:41.000Z"
"79612760","5767","8027","94049","1129","2023-03-31T02:36:34.000Z"
"57583517","17126","23473","227297","2945","2023-03-30T06:37:44.000Z"
"1395446","381","1200","9182","79","2022-12-22T17:31:51.000Z"
"34894002","1271","3512","35646","569","2022-12-21T15:45:49.000Z"
"9050513","1807","3007","27278","138","2022-12-20T15:48:30.000Z"
"7588154","1502","2724","25406","143","2022-12-19T20:51:18.000Z"
"8646925","1549","3482","36380","240","2022-12-19T20:51:16.000Z"
"21461294","2547","5456","88064","472","2022-12-18T20:50:40.000Z"
"5010539","1366","2896","23875","154","2022-12-15T22:08:16.000Z"
"7448020","1893","5086","37574","473","2022-12-15T22:08:08.000Z"
"6643833","2174","4290","52288","384","2022-12-15T19:55:33.000Z"
,"240","806","7786","226","2022-12-13T22:12:30.000Z"
,"313","1047","10545","204","2022-12-13T22:11:54.000Z"
,"15101","16168","214430","4419","2022-12-14T04:19:49.000Z"
"6784645","1367","3842","31232","266","2023-03-29T20:10:36.000Z"
"6386620","915","3559","30200","172","2023-03-29T20:01:51.000Z"
"5668617","604","2505","14317","305","2023-03-29T22:34:24.000Z"
"27697247","13203","8688","113122","3628","2023-03-28T19:38:23.000Z"
"28494067","7607","13288","172155","1831","2023-03-28T06:53:23.000Z"
"18726139","8207","6400","86123","824","2023-03-28T04:11:53.000Z"
"40700110","15365","30031","368889","2645","2023-03-28T03:22:28.000Z"
"10074010","4590","2241","32702","1961","2023-03-28T01:55:02.000Z"
"122702408","55781","23573","212644","72834","2023-03-27T23:54:57.000Z"
"30963915","10580","20423","292577","1379","2023-03-27T18:12:29.000Z"
"17807547","9774","5397","42816","1224","2023-03-27T10:59:56.000Z"
"32437295","13203","11067","115777","2193","2023-03-27T03:48:31.000Z"
"36935637","12391","9446","99979","2106","2023-03-27T03:05:24.000Z"
,"299","533","7406","80","2022-12-13T22:18:04.000Z"
"25042929","5580","10663","61952","601","2023-03-27T01:57:41.000Z"
,"235","616","9012","87","2022-12-13T22:16:58.000Z"
"2415196","1765","3459","37399","321","2022-12-13T22:16:29.000Z"
"9593105","1693","4565","35359","4958","2022-12-13T22:15:35.000Z"
