"view_count","reply_count","retweet_count","favorite_count","quote_count","created_at"
"34486270","10379","22990","134278","2480","2023-03-05T07:03:54.000Z"
"23355128","6792","5850","68719","860","2023-03-05T01:03:21.000Z"
"32028230","6824","7916","89160","998","2023-03-04T20:10:05.000Z"
"31594700","2860","5683","34231","257","2023-03-04T16:48:05.000Z"
"41570906","25103","11099","151982","1463","2023-03-04T13:56:23.000Z"
"22757640","5468","4108","53489","336","2023-03-03T20:02:20.000Z"
"5344024","1696","1977","20837","85","2023-03-03T18:56:06.000Z"
"5945222","1030","3932","29421","154","2023-03-03T13:06:11.000Z"
"33023477","2857","3781","40607","229","2023-03-03T18:39:00.000Z"
"50382395","33800","24134","273137","9420","2023-03-03T18:16:10.000Z"
"31465296","13030","13942","142622","1443","2023-03-02T07:46:06.000Z"
"6549777","1802","5809","38935","469","2023-03-02T05:35:28.000Z"
"5305737","753","2811","15458","137","2023-03-02T05:04:04.000Z"
"6889395","1273","4531","40842","297","2023-03-02T04:50:20.000Z"
"4209875","524","2802","14697","180","2023-03-02T04:33:50.000Z"
"38052080","17564","26756","139867","3942","2023-03-02T02:57:31.000Z"
"5610340","758","3716","17030","282","2023-03-02T01:46:02.000Z"
"6722417","2250","4742","50272","390","2023-03-01T23:32:58.000Z"
"5877886","2375","2337","36230","194","2023-03-01T22:16:01.000Z"
"34475159","6841","10437","122279","1288","2023-03-01T22:14:04.000Z"
"8816953","1218","3783","27154","373","2023-03-01T21:32:08.000Z"
"32557993","2337","2991","28757","188","2023-03-01T21:24:19.000Z"
"34750434","3339","2953","38364","292","2023-03-01T21:15:10.000Z"
"26701475","10374","6753","94380","1055","2023-03-01T06:25:20.000Z"
"34392120","8417","6824","78710","17995","2023-02-28T22:36:16.000Z"
"29","0","2968","0","0","2023-02-28T19:28:04.000Z"
"49673813","10387","20831","286981","1963","2023-02-28T18:44:20.000Z"
"21022040","7508","4408","55249","829","2023-02-28T17:44:21.000Z"
"81274050","13113","24095","303207","2789","2023-02-28T02:28:19.000Z"
"6185714","1079","4456","38641","233","2023-02-28T01:21:45.000Z"
"5592373","1317","4211","33918","264","2023-02-27T23:14:46.000Z"
"4413728","658","2625","17006","122","2023-02-27T23:06:51.000Z"
"69812967","9637","41580","494393","2770","2023-02-27T19:16:17.000Z"
"6999949","1496","3925","37138","267","2023-02-26T23:46:28.000Z"
"6289823","2750","1753","25259","241","2023-02-26T21:49:02.000Z"
"62658578","17182","20264","316782","2218","2023-02-26T18:39:17.000Z"
"57705457","3102","6715","107500","340","2023-02-26T18:10:41.000Z"
"41050806","8995","5740","94788","891","2023-02-26T17:51:22.000Z"
"6745395","776","2900","26099","221","2023-02-26T17:38:49.000Z"
"8116543","1008","3351","32184","317","2023-02-26T17:37:31.000Z"
"9910663","2070","11516","63915","887","2023-02-26T07:17:46.000Z"
"51000614","3932","5096","57392","328","2023-02-26T07:30:32.000Z"
"40183794","8773","7827","161701","1149","2023-02-26T05:11:17.000Z"
"48226102","6685","16275","255053","983","2023-02-26T04:49:49.000Z"
"86628218","10888","58576","658631","4869","2023-02-26T04:20:38.000Z"
"48923203","24205","19955","178469","4857","2023-02-26T03:39:49.000Z"
"7007808","1504","3521","34526","276","2023-02-26T00:07:11.000Z"
"6693089","1019","1276","24280","83","2023-02-26T00:06:14.000Z"
"38110913","4137","11331","140227","885","2023-02-26T00:04:10.000Z"
"95426718","15319","70294","791137","6356","2023-02-25T21:45:13.000Z"
"6316850","1773","1358","28553","134","2023-02-25T21:02:29.000Z"
"68213949","8173","35024","477510","2034","2023-02-25T19:43:47.000Z"
"4362698","910","962","15531","73","2023-02-25T19:41:42.000Z"
"4836168","3931","1681","25323","281","2023-02-25T19:37:12.000Z"
"37776986","3424","6076","105212","1094","2023-02-25T19:35:34.000Z"
"26905157","8335","9973","106888","9729","2023-02-25T17:48:14.000Z"
"41594191","4195","6897","114519","505","2023-02-25T17:37:27.000Z"
"6363303","1905","4240","43585","233","2023-02-24T22:06:05.000Z"
"6116130","1503","3561","39352","179","2023-02-24T23:18:54.000Z"
"75936791","34956","28009","335344","7207","2023-02-24T19:29:25.000Z"
"5482540","1058","3466","31858","179","2023-02-24T10:58:10.000Z"
"74152412","5792","8195","129867","667","2023-02-24T06:23:17.000Z"
